ADEL,AVKL,10
ADEL,PVQL,1
ADEL,RIGL,14
ADEL,RMGL,1
ADEL,ADER,2
ADEL,AVAR,5
ADEL,RIGR,5
ADEL,RIVR,1
ADFL,AIZL,37
ADFL,AUAL,3
ADFL,AWAL,1
ADFL,OLQVL,2
ADFL,RIAL,47
ADFL,RIBL,1
ADFL,RIGL,9
ADFL,SMBVL,8
ADLL,AIBL,16
ADLL,ASGL,9
ADLL,ASHL,4
ADLL,ASKL,1
ADLL,AVFL,1
ADLL,AVHL,1
ADLL,AVJL,10
ADLL,CEPDL,1
ADLL,PVPL,1
ADLL,PVQL,1
ADLL,SMBVL,1
ADLL,AVDR,13
AFDL,AIYL,59
AFDL,CEPshVL,2
AIAL,AIAL,26
AIAL,AIBL,45
AIAL,AIYL,6
AIAL,AWCL,25
AIAL,RIFL,27
AIAL,AINR,5
AIBL,AIBL,2
AIBL,AVBL,24
AIBL,AVEL,5
AIBL,RIML,1
AIBL,SAADL,6
AIBL,AIZR,8
AIBL,AVKR,5
AIBL,CEPshDR,2
AIBL,RIBR,4
AIBL,RIMR,42
AIBL,RMFR,5
AIBL,SAADR,14
AIBL,SIBVR,6
AIBL,SMDDR,9
AIML,AIAL,2
AIML,AIBL,30
AIML,ASGL,3
AIML,ASKL,5
AIML,CEPVL,1
AIML,RICL,3
AINL,AFDR,7
AINL,AUAR,1
AINL,CEMVR,4
AINL,CEPVR,7
AINL,CEPshVR,4
AIYL,AFDL,3
AIYL,AIZL,157
AIYL,AUAL,4
AIYL,AWBL,4
AIYL,CEMVL,2
AIYL,RIAL,171
AIYL,RIBL,142
AIYL,AIZR,2
AIYL,RIAR,2
AIZL,ADFL,4
AIZL,AIAL,10
AIZL,AWAL,10
AIZL,RIAL,44
AIZL,RIML,14
AIZL,SMBDL,36
AIZL,SMBVL,30
AIZL,AIBR,27
AIZL,AVER,15
AIZL,AVKR,1
AIZL,RIAR,5
AIZL,SMBVR,2
ALML,BDUL,14
ALML,CEPDL,17
ALML,CEPVL,13
ALML,PVCL,23
ALML,AVBR,1
ALNL,RMGL,6
ALNL,SAAVL,12
ALNL,AVAR,2
ALNL,RIMR,4
ALNL,SAAVR,24
ALNL,SIADR,3
ALNL,SMBDR,4
ALNL,SMDDR,6
ASEL,AIBL,5
ASEL,AIYL,11
ASEL,ASKL,4
ASEL,AWCL,18
ASEL,RIBL,1
ASGL,AIAL,70
ASGL,AIML,5
ASGL,AIZL,3
ASGL,ASEL,1
ASGL,RICL,4
ASHL,ADFL,12
ASHL,ADLL,3
ASHL,AIAL,23
ASHL,AIBL,20
ASHL,ASKL,1
ASHL,AVBL,4
ASHL,AVFL,5
ASHL,PVQL,5
ASHL,RIAL,8
ASHL,RIFL,1
ASHL,SMBVL,4
ASHL,AVDR,14
ASIL,AFDL,5
ASIL,AIAL,1
ASIL,AIBL,11
ASIL,AIML,3
ASIL,ASGL,6
ASIL,AWCL,8
ASIL,CEPshDL,2
ASIL,CEPshVL,1
ASJL,ASKL,13
ASJL,OLQDL,2
ASJL,PVQL,26
ASJL,URADL,2
ASKL,AIAL,8
ASKL,AIBL,3
ASKL,ASHL,5
ASKL,AINR,6
AUAL,ADFL,8
AUAL,AVAL,6
AUAL,AVEL,5
AUAL,RIAL,45
AUAL,RIBL,18
AUAL,AINR,7
AVAL,PVCL,8
AVAL,R1AL,5
AVAL,R3AL,7
AVAL,RMHL,1
AVAL,SABVL,2
AVAL,AVAR,12
AVAL,AVDR,2
AVAL,PVCR,6
AVAL,R3AR,1
AVBL,AVAL,10
AVBL,AVAR,5
AVBL,AVBR,1
AVDL,AVAL,14
AVDL,SABVL,2
AVDL,ALMR,2
AVDL,AVAR,14
AVDL,SABVR,5
AVEL,AVAL,17
AVEL,SABVL,16
AVEL,AVAR,3
AVEL,SABVR,12
AVFL,AVBL,32
AVFL,MCML,32
AVFL,PHAL,2
AVFL,PVNL,8
AVFL,R1AL,1
AVFL,R6BL,4
AVFL,R7BL,4
AVFL,RIFL,4
AVFL,RIML,10
AVFL,vBWML22,8
AVFL,AVAR,2
AVFL,AVBR,4
AVFL,AVDR,4
AVFL,AVFR,1
AVFL,PCAR,2
AVFL,PVCR,13
AVFL,PVPR,10
AVFL,R1BR,80
AVFL,R3BR,5
AVFL,R5BR,15
AVFL,R6BR,13
AVFL,R7BR,4
AVFL,R8AR,3
AVFL,R9AR,1
AVFL,ailR,4
AVHL,ADFL,3
AVHL,AWBL,1
AVHL,RICL,1
AVHL,SIAVL,1
AVHL,SMBVL,6
AVHL,AVDR,2
AVHL,AVFR,3
AVJL,ALML,2
AVJL,AVBL,5
AVJL,MCML,2
AVJL,PVCL,5
AVJL,SMBVL,1
AVJL,AVBR,2
AVJL,AVHR,4
AVKL,AVAL,1
AVKL,AVDL,1
AVKL,AVEL,1
AVKL,RIML,2
AVKL,SAADL,1
AVKL,SAAVL,3
AVKL,SMDDL,1
AVKL,AVKR,1
AVKL,PDER,1
AVKL,R3AR,2
AVKL,SAADR,3
AVKL,SMDDR,3
AVKL,ailR,5
AWAL,ADFL,10
AWAL,AFDL,16
AWAL,AIYL,13
AWAL,AIZL,50
AWAL,ASEL,5
AWAL,ASIL,2
AWAL,AUAL,2
AWAL,AWBL,6
AWAL,RIBL,3
AWBL,ADFL,16
AWBL,AIYL,13
AWBL,AIZL,1
AWBL,RIAL,13
AWBL,RIBL,9
AWBL,SMBVL,3
AWCL,AIAL,13
AWCL,AIBL,3
AWCL,AIYL,5
AWCL,ASEL,4
AWCL,ASKL,2
BDUL,ALML,2
BDUL,SAADL,3
BDUL,dBWML5,3
CEMDL,AVBL,10
CEMDL,AVDL,11
CEMDL,AVJL,3
CEMDL,CEPDL,11
CEMDL,CEPshDL,2
CEMDL,IL2DL,2
CEMDL,AVBR,3
CEMVL,CEMVL,3
CEMVL,AIAL,2
CEMVL,AVBL,10
CEMVL,AVFL,5
CEMVL,AWCL,3
CEMVL,CEPVL,6
CEMVL,CEPshVL,4
CEMVL,MCML,5
CEMVL,RIAL,5
CEMVL,RIBL,9
CEMVL,AVDR,2
CEPDL,AVEL,9
CEPDL,IL1L,4
CEPDL,IL1DL,11
CEPDL,OLQDL,23
CEPDL,RMGL,1
CEPDL,RMHL,13
CEPDL,SMDDL,1
CEPDL,URXL,3
CEPDL,dBWML5,2
CEPDL,AVAR,1
CEPDL,RICR,11
CEPDL,RMHR,8
CEPDL,SIADR,9
CEPDL,SMBDR,5
CEPVL,CEPshVL,1
CEPVL,IL1VL,5
CEPVL,IL2VL,2
CEPVL,OLQVL,27
CEPVL,RICL,20
CEPVL,RIPL,11
CEPVL,RMHL,1
CEPVL,SIAVL,9
CEPVL,URAVL,24
CEPVL,vBWML5,1
CEPVL,AVAR,1
CEPVL,RICR,27
CEPVL,RIVR,4
CEPVL,RMHR,4
CEPVL,vBWMR3,1
CEPVL,vBWMR5,2
FLPL,AIBL,24
FLPL,AVAL,32
FLPL,AVBL,16
FLPL,AVDL,11
FLPL,AVEL,17
FLPL,PVCL,6
FLPL,AVAR,6
FLPL,FLPR,5
FLPL,RIGR,3
FLPL,SMDDR,3
I1L,I2L,10
I1L,M2L,3
I1L,M3L,8
I1L,MCL,2
I1L,NSML,3
I1L,pm3VL,7
I1L,pm4VL,2
I1L,M3R,2
I1L,MCR,2
I2L,I1L,2
I2L,NSML,14
I2L,e3VL,1
I2L,pm3VL,1
I2L,pm4VL,2
I2L,pm5VL,2
I2L,I2R,3
I2L,M3R,3
I2L,NSMR,24
I2L,pm5VR,1
IL1L,RMDL,15
IL1L,RMDDL,12
IL1L,RMDVL,13
IL1L,dBWML3,16
IL1L,dBWML4,15
IL1L,dBWML5,7
IL1L,vBWML1,20
IL1L,vBWML2,6
IL1L,vBWML4,4
IL1L,RMDR,3
IL1L,RMHR,6
IL1L,vBWMR1,20
IL1L,vBWMR2,6
IL1L,vBWMR4,4
IL1DL,RIPL,12
IL1DL,RMDVL,25
IL1DL,dBWML1,11
IL1DL,dBWML2,4
IL1DL,dBWML3,5
IL1VL,OLQVL,3
IL1VL,RIAL,3
IL1VL,RIGL,3
IL1VL,RIPL,47
IL1VL,RMDDL,81
IL1VL,vBWML1,15
IL1VL,vBWML2,18
IL1VL,AIBR,3
IL1VL,vBWMR1,15
IL1VL,vBWMR2,18
IL2L,OLQDL,18
IL2L,OLQVL,16
IL2L,SMBVL,3
IL2L,URBL,19
IL2L,RICR,3
IL2L,RMDR,10
IL2L,RMER,8
IL2DL,IL1DL,1
IL2DL,RIPL,9
IL2DL,URADL,12
IL2DL,RICR,4
IL2VL,CEMVL,1
IL2VL,IL1VL,13
IL2VL,OLQVL,9
IL2VL,RIAL,5
IL2VL,RIPL,36
IL2VL,RMEL,15
IL2VL,URAVL,14
IL2VL,RMER,6
LUAL,PVCL,2
LUAL,PVNL,7
LUAL,PVWL,4
LUAL,R3BL,2
LUAL,R9AL,2
LUAL,R9BL,6
LUAL,AVAR,27
LUAL,AVDR,16
LUAL,AVFR,2
LUAL,LUAR,3
LUAL,R5BR,1
LUAL,R6BR,8
M2L,M3L,3
M2L,g1AL,8
M2L,pm4VL,9
M2L,pm5VL,21
M2L,M3R,1
M3L,NSML,1
M3L,pm4VL,6
M3L,pm5VL,2
MCL,mc2DR,7
MCML,ALML,3
MCML,AVBL,16
MCML,AVFL,2
MCML,AVHL,2
MCML,BDUL,3
MCML,CEMVL,2
MCML,PVCL,2
MCML,PVPL,1
MCML,RICL,3
MCML,RIML,8
MCML,SIAVL,2
MCML,SMBVL,3
MCML,AVDR,4
NSML,M3L,21
NSML,pm4VL,2
NSML,pm5VL,63
NSML,M3R,1
NSML,NSMR,7
NSML,pm5VR,8
OLLL,IL1L,1
OLLL,IL1DL,1
OLLL,IL1VL,2
OLLL,RIBL,9
OLLL,RMDL,1
OLLL,RMDDL,22
OLLL,RMDVL,4
OLLL,SMDDL,5
OLLL,AVER,26
OLLL,RMDR,23
OLLL,SMDDR,11
OLLL,SMDVR,24
OLQDL,OLQDL,8
OLQDL,IL1DL,1
OLQDL,IL2L,11
OLQDL,IL2DL,1
OLQDL,SIBVL,6
OLQDL,RICR,13
OLQDL,RMDDR,6
OLQDL,SMBDR,4
OLQVL,IL1VL,2
OLQVL,IL2L,9
OLQVL,IL2VL,2
OLQVL,RICL,19
OLQVL,RMHL,1
OLQVL,SIBDL,26
OLQVL,RMDVR,27
PCAL,PCAL,6
PCAL,PCBL,43
PCAL,PHCL,4
PCAL,PHDL,1
PCAL,R3BL,3
PCAL,R7AL,1
PCAL,R8AL,55
PCAL,R9AL,18
PCAL,aobL,22
PCAL,gecL,6
PCAL,grtL,11
PCAL,pobL,11
PCAL,PHCR,2
PCAL,R8AR,49
PCBL,PCAL,15
PCBL,PCCL,13
PCBL,PHBL,1
PCBL,PHCL,17
PCBL,R2BL,3
PCBL,R8AL,4
PCBL,SPCL,18
PCBL,aobL,48
PCBL,gecL,5
PCBL,grtL,1
PCBL,pobL,24
PCBL,PCBR,2
PCBL,PCCR,6
PCBL,R3BR,5
PCCL,PCBL,11
PCCL,SPCL,25
PCCL,aobL,21
PCCL,pobL,24
PCCL,PCCR,1
PCCL,R2BR,11
PCCL,SPCR,14
PCCL,SPVR,9
PDEL,AVKL,13
PDEL,PVCL,2
PDEL,ailR,2
PHAL,AVAL,8
PHAL,LUAL,17
PHAL,PHBL,1
PHAL,PHCL,26
PHAL,PVCL,21
PHAL,R3BL,21
PHAL,R8AL,3
PHAL,R9AL,9
PHAL,PHAR,18
PHAL,R3BR,41
PHAL,R8AR,13
PHBL,PHAL,10
PHBL,PHCL,13
PHBL,R8AL,2
PHBL,R9AL,3
PHBL,cdlL,1
PHBL,AVHR,8
PHBL,PHBR,7
PHBL,PVQR,1
PHBL,R3BR,24
PHCL,PHCL,2
PHCL,AVBL,2
PHCL,PCAL,5
PHCL,PCBL,41
PHCL,PVNL,1
PHCL,PVPL,4
PHCL,R1AL,6
PHCL,R2AL,1
PHCL,R2BL,36
PHCL,R8AL,11
PHCL,SPDL,5
PHCL,PCBR,3
PHCL,PHCR,17
PHCL,PVNR,4
PHCL,R2AR,1
PHCL,R4BR,5
PHCL,R8AR,1
PHCL,R8BR,1
PHCL,R9AR,1
PHDL,PVNL,15
PHDL,PHDR,4
PHDL,R4BR,9
PHDL,R8BR,3
PHDL,R9AR,5
PLML,AVAL,4
PLML,PDEL,16
PLML,R1AL,4
PLML,AVDR,5
PLML,PDER,19
PLNL,RMGL,5
PLNL,SAADL,40
PLNL,SAAVL,1
PLNL,SIAVL,1
PLNL,SMBVL,25
PLNL,RMDVR,1
PLNL,SIAVR,10
PLNL,SMDVR,3
PVCL,AVAL,2
PVCL,AVBL,17
PVCL,SIAVL,2
PVCL,AVBR,6
PVCL,AVDR,12
PVCL,PVCR,3
PVDL,AVAL,13
PVDL,AVDL,1
PVDL,AVFL,1
PVDL,PVCL,13
PVDL,PVPL,1
PVDL,AVAR,29
PVDL,AVDR,1
PVDL,PVCR,36
PVDL,PVDR,10
PVNL,PVNL,1
PVNL,AVAL,8
PVNL,AVBL,2
PVNL,AVDL,5
PVNL,PVDL,1
PVNL,PVPL,1
PVNL,R3AL,2
PVNL,R6BL,3
PVNL,R7BL,12
PVNL,R8BL,4
PVNL,SPDL,1
PVNL,SPVL,1
PVNL,AVAR,7
PVNL,AVBR,1
PVNL,AVDR,1
PVNL,AVFR,3
PVNL,PHDR,14
PVNL,R1BR,1
PVNL,R2BR,1
PVNL,R3BR,1
PVNL,R4BR,5
PVNL,R5BR,2
PVNL,R7BR,10
PVPL,AVBL,6
PVPL,AVFL,3
PVPL,AVHL,3
PVPL,PVDL,1
PVPL,RIFL,1
PVPL,AVAR,11
PVPL,AVBR,4
PVPL,AVDR,5
PVPL,AVER,4
PVPL,AVKR,8
PVQL,AIAL,9
PVQL,AIML,9
PVQL,ASKL,2
PVQL,AVBL,6
PVQL,AVFL,9
R1AL,R1AL,6
R1AL,PHCL,1
R1AL,R3AL,52
R1AL,dglL7,2
R1AL,polL,10
R1AL,R3AR,31
R1BL,R1AL,8
R1BL,R2AL,1
R1BL,R3AL,5
R1BL,R3BL,2
R1BL,R5AL,1
R1BL,R6BL,2
R2AL,R2AL,4
R2AL,AVBL,4
R2AL,PHCL,6
R2AL,R1AL,2
R2AL,R4AL,23
R2AL,AVBR,2
R2AL,PHCR,1
R2AL,PVQR,1
R2AL,R2AR,81
R2BL,R2BL,36
R2BL,PCBL,4
R2BL,PHCL,99
R2BL,PHDL,6
R2BL,PVNL,8
R2BL,R1AL,2
R2BL,R1BL,2
R2BL,R3AL,17
R2BL,R4AL,18
R2BL,R4BL,17
R2BL,R6AL,30
R2BL,R6BL,2
R2BL,R7AL,2
R2BL,R7BL,38
R2BL,R8AL,29
R2BL,R8BL,6
R2BL,R9AL,5
R2BL,SPCL,10
R2BL,SPDL,3
R2BL,AVKR,2
R2BL,PHCR,1
R2BL,PHDR,12
R2BL,R2BR,2
R2BL,R4BR,10
R2BL,R8AR,2
R2BL,R8BR,3
R2BL,R9BR,2
R3AL,AVAL,4
R3AL,R1AL,39
R3AL,R2AL,2
R3AL,R4AL,4
R3AL,R5AL,6
R3AL,cdlL,1
R3AL,polL,48
R3AL,AVAR,1
R3AL,R3AR,42
R3AL,R4AR,2
R3BL,AVFL,2
R3BL,PVNL,4
R3BL,R1AL,10
R3BL,R3AL,9
R3BL,R4AL,4
R3BL,R4BL,1
R3BL,R5AL,3
R3BL,R5BL,2
R3BL,R6AL,1
R3BL,R6BL,29
R3BL,dglL6,7
R3BL,AVFR,9
R3BL,PCBR,2
R3BL,PVNR,6
R3BL,R1BR,5
R3BL,R6BR,5
R3BL,R7BR,8
R3BL,R9AR,3
R3BL,R9BR,10
R4AL,R4AL,23
R4AL,R1AL,5
R4AL,R1BL,1
R4AL,R2AL,12
R4AL,R2BL,1
R4AL,R3AL,1
R4AL,R5AL,11
R4AL,R6AL,27
R4AL,R7AL,2
R4AL,R7BL,9
R4AL,cdlL,6
R4AL,dglL7,7
R4AL,polL,14
R4AL,vBWML21,8
R4AL,R3AR,2
R4AL,R3BR,3
R4AL,R4AR,80
R4AL,R5AR,15
R4AL,R6AR,5
R4BL,PHCL,19
R4BL,PVNL,3
R4BL,R1AL,3
R4BL,R2BL,1
R4BL,R3AL,17
R4BL,R4AL,6
R4BL,R5BL,2
R4BL,R6BL,1
R4BL,R7BL,4
R4BL,R8AL,6
R4BL,R8BL,10
R4BL,R9BL,3
R4BL,PHCR,20
R4BL,R2BR,5
R4BL,R4BR,1
R4BL,R7AR,1
R4BL,R7BR,2
R4BL,R8BR,7
R5AL,R3AL,2
R5AL,R4AL,17
R5AL,R5BL,6
R5AL,R6AL,5
R5AL,R7AL,1
R5AL,cdlL,3
R5AL,polL,3
R5AL,vBWML21,2
R5AL,vBWML22,1
R5AL,R4AR,18
R5AL,R5AR,3
R5BL,PHCL,1
R5BL,R2AL,2
R5BL,R3AL,3
R5BL,R3BL,1
R5BL,R4AL,1
R5BL,R4BL,3
R5BL,R5AL,5
R5BL,R6AL,2
R5BL,R7AL,13
R5BL,R7BL,1
R5BL,cdlL,9
R5BL,dglL6,1
R5BL,dglL7,1
R5BL,polL,1
R5BL,vBWML21,1
R5BL,vBWML22,1
R5BL,AVKR,1
R5BL,R4BR,1
R6AL,R6AL,5
R6AL,R3AL,1
R6AL,R5AL,18
R6AL,R5BL,3
R6AL,R7AL,28
R6AL,ailL,3
R6AL,cdlL,3
R6AL,dglL5,4
R6AL,polL,1
R6AL,R6AR,2
R6AL,R7AR,15
R6BL,R1BL,13
R6BL,R3AL,3
R6BL,R3BL,46
R6BL,R5AL,2
R6BL,R7BL,5
R6BL,R5BR,1
R6BL,R7BR,2
R6BL,R9AR,2
R7AL,R7AL,3
R7AL,R3AL,4
R7AL,R4BL,6
R7AL,R5BL,6
R7AL,R6AL,9
R7AL,R7BL,5
R7AL,cdlL,2
R7AL,grtL,14
R7AL,polL,2
R7AL,vBWML21,1
R7AL,AVFR,3
R7AL,PHCR,1
R7AL,R2BR,3
R7AL,R6AR,5
R7AL,R7AR,8
R7AL,R7BR,5
R7BL,R7BL,8
R7BL,AVFL,11
R7BL,PHAL,1
R7BL,PVNL,5
R7BL,R1AL,2
R7BL,R3AL,1
R7BL,R3BL,1
R7BL,R4AL,7
R7BL,R4BL,12
R7BL,R5BL,7
R7BL,R6AL,14
R7BL,R6BL,8
R7BL,R7AL,17
R7BL,R7stL,1
R7BL,ailL,2
R7BL,cdlL,2
R7BL,dglL7,2
R7BL,polL,2
R7BL,AVFR,6
R7BL,R1BR,13
R7BL,R2BR,2
R7BL,R5BR,8
R7BL,R6AR,5
R7BL,R7AR,2
R7BL,R7BR,40
R7BL,R9BR,2
R8AL,PCAL,24
R8AL,PHCL,47
R8AL,R2BL,6
R8AL,R4BL,2
R8AL,R8BL,2
R8AL,PCAR,13
R8AL,PHCR,14
R8BL,PHCL,33
R8BL,PHDL,18
R8BL,PVNL,14
R8BL,R2BL,1
R8BL,R4BL,11
R8BL,R7BL,1
R8BL,R8AL,5
R8BL,R9BL,2
R8BL,PHCR,4
R8BL,PHDR,3
R8BL,R2BR,1
R8BL,R4BR,10
R8BL,R5BR,1
R8BL,R8BR,1
R9AL,PCAL,21
R9AL,PHCL,26
R9AL,PHDL,3
R9AL,PVCL,3
R9AL,PVNL,2
R9AL,R2BL,4
R9AL,R4BL,2
R9AL,R7BL,2
R9AL,R8AL,6
R9AL,R8BL,9
R9AL,R9BL,9
R9AL,vspL,1
R9AL,AVFR,9
R9BL,R9BL,13
R9BL,ALNL,2
R9BL,AVFL,7
R9BL,LUAL,8
R9BL,PLNL,4
R9BL,PVCL,8
R9BL,PVNL,6
R9BL,R8BL,21
R9BL,R9AL,30
R9BL,PHAR,1
R9BL,PHBR,16
R9BL,R1BR,12
R9BL,R4BR,2
R9BL,R6BR,31
R9BL,R7BR,19
R9BL,R9AR,1
R9BL,R9BR,35
RIAL,RIAL,2
RIAL,AUAL,2
RIAL,IL1DL,5
RIAL,OLQVL,1
RIAL,RIBL,8
RIAL,RIVL,10
RIAL,RMDL,12
RIAL,RMDDL,71
RIAL,RMDVL,71
RIAL,SMDDL,18
RIAL,SMDVL,18
RIAL,RIAR,33
RIAL,RIBR,22
RIAL,RIVR,1
RIAL,RMDR,27
RIAL,RMDDR,51
RIAL,RMDVR,79
RIAL,RMGR,4
RIAL,SIADR,3
RIAL,SIAVR,37
RIAL,SMDDR,28
RIAL,SMDVR,18
RIBL,CEMVL,6
RIBL,RIAL,6
RIBL,RIGL,1
RIBL,SMDDL,2
